Team1                     ,Team1_Status,Team2                        ,Team2_Status,Date    ,Map        ,Event
AVEZ                      ,w           ,LDLC                         ,l           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
AVEZ                      ,w           ,LDLC                         ,l           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
HAVU                      ,l           ,MAD Lions                    ,w           ,18-4-20 ,Mirage     ,Flashpoint 1
HAVU                      ,l           ,MAD Lions                    ,w           ,18-4-20 ,Mirage     ,Flashpoint 1
Endpoint                  ,l           ,Syman                        ,w           ,18-4-20 ,Train      ,Home Sweet Home Cup 2
Endpoint                  ,l           ,Syman                        ,w           ,18-4-20 ,Train      ,Home Sweet Home Cup 2
Endpoint                  ,w           ,Syman                        ,l           ,18-4-20 ,Train      ,Home Sweet Home Cup 2
Virtus.pro                ,l           ,Spirit                       ,w           ,18-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
Virtus.pro                ,l           ,Spirit                       ,w           ,18-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
Virtus.pro                ,w           ,Spirit                       ,l           ,18-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
AVEZ                      ,l           ,GODSENT                      ,w           ,18-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
AVEZ                      ,w           ,GODSENT                      ,l           ,18-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
AVEZ                      ,l           ,GODSENT                      ,w           ,18-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
FATE                      ,l           ,OG                           ,w           ,18-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
FATE                      ,l           ,OG                           ,w           ,18-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
SMASH                     ,l           ,forZe                        ,w           ,18-4-20 ,Inferno    ,Home Sweet Home Cup 2
SMASH                     ,l           ,forZe                        ,w           ,18-4-20 ,Inferno    ,Home Sweet Home Cup 2
BIG                       ,w           ,Nordavind                    ,l           ,18-4-20 ,Dust2      ,Home Sweet Home Cup 2
BIG                       ,w           ,Nordavind                    ,l           ,18-4-20 ,Dust2      ,Home Sweet Home Cup 2
ZIGMA                     ,w           ,Beyond                       ,l           ,18-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Asia Closed Qualifier
ZIGMA                     ,w           ,Beyond                       ,l           ,18-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Asia Closed Qualifier
LDLC                      ,l           ,forZe                        ,w           ,18-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
LDLC                      ,l           ,forZe                        ,w           ,18-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Europe Closed Qualifier
Chiefs                    ,w           ,Rooster                      ,l           ,18-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Oceania Closed Qualifier
Chiefs                    ,l           ,Rooster                      ,w           ,18-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Oceania Closed Qualifier
JigadooD                  ,l           ,Lucid Dream                  ,w           ,18-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Asia Closed Qualifier
JigadooD                  ,l           ,Lucid Dream                  ,w           ,18-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Asia Closed Qualifier
Copenhagen Flames         ,w           ,Spirit                       ,l           ,18-4-20 ,Inferno    ,Home Sweet Home Cup 2
Copenhagen Flames         ,l           ,Spirit                       ,w           ,18-4-20 ,Inferno    ,Home Sweet Home Cup 2
Copenhagen Flames         ,w           ,Spirit                       ,l           ,18-4-20 ,Nuke       ,Home Sweet Home Cup 2
Ground Zero               ,l           ,AVANT                        ,w           ,18-4-20 ,Dust2      ,DreamHack Masters Spring 2020 - Oceania Closed Qualifier
Ground Zero               ,l           ,AVANT                        ,w           ,18-4-20 ,Dust2      ,DreamHack Masters Spring 2020 - Oceania Closed Qualifier
NOORG                     ,w           ,Asterius                     ,l           ,18-4-20 ,Mirage     ,Liga DELL #4 - APR/20
PDHM                      ,l           ,Monstars                     ,w           ,18-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - North America Open Qualifier
PDHM                      ,w           ,Monstars                     ,l           ,18-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - North America Open Qualifier
PDHM                      ,l           ,Monstars                     ,w           ,18-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - North America Open Qualifier
ETHEREAL                  ,l           ,Triumph                      ,w           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - North America Open Qualifier
ETHEREAL                  ,l           ,Triumph                      ,w           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - North America Open Qualifier
blood                     ,l           ,sweat                        ,w           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - North America Open Qualifier
blood                     ,l           ,sweat                        ,w           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - North America Open Qualifier
Orion                     ,l           ,New England Whalers          ,w           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - North America Open Qualifier
Orion                     ,l           ,New England Whalers          ,w           ,18-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - North America Open Qualifier
Copenhagen Flames         ,w           ,SKADE                        ,l           ,17-4-20 ,Nuke       ,Home Sweet Home Cup 2
Copenhagen Flames         ,w           ,SKADE                        ,l           ,17-4-20 ,Nuke       ,Home Sweet Home Cup 2
paiN                      ,l           ,Imperial                     ,w           ,17-4-20 ,Train      ,ESL One: Road to Rio - South America Play-in
paiN                      ,l           ,Imperial                     ,w           ,17-4-20 ,Train      ,ESL One: Road to Rio - South America Play-in
Espada                    ,l           ,FATE                         ,w           ,17-4-20 ,Dust2      ,DreamHack Masters Spring 2020 - Europe Open Qualifier
Espada                    ,l           ,FATE                         ,w           ,17-4-20 ,Dust2      ,DreamHack Masters Spring 2020 - Europe Open Qualifier
LDLC                      ,w           ,Dignitas                     ,l           ,17-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - Europe Open Qualifier
LDLC                      ,w           ,Dignitas                     ,l           ,17-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - Europe Open Qualifier
sAw                       ,l           ,AVEZ                         ,w           ,17-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Europe Open Qualifier
sAw                       ,l           ,AVEZ                         ,w           ,17-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Europe Open Qualifier
AGF                       ,l           ,Spirit                       ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Europe Open Qualifier
AGF                       ,l           ,Spirit                       ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Europe Open Qualifier
Gambit Youngsters         ,l           ,SKADE                        ,w           ,17-4-20 ,Dust2      ,Home Sweet Home Cup 2
Gambit Youngsters         ,l           ,SKADE                        ,w           ,17-4-20 ,Dust2      ,Home Sweet Home Cup 2
Gambit Youngsters         ,w           ,SKADE                        ,l           ,17-4-20 ,Dust2      ,Home Sweet Home Cup 2
Beyond                    ,w           ,JiJieHao                     ,l           ,17-4-20 ,Mirage     ,ESL One: Road to Rio - Asia Play-in
Beyond                    ,w           ,JiJieHao                     ,l           ,17-4-20 ,Mirage     ,ESL One: Road to Rio - Asia Play-in
Endpoint                  ,w           ,Copenhagen Flames            ,l           ,17-4-20 ,Dust2      ,Home Sweet Home Cup 2
Endpoint                  ,w           ,Copenhagen Flames            ,l           ,17-4-20 ,Dust2      ,Home Sweet Home Cup 2
SKADE                     ,l           ,Endpoint                     ,w           ,17-4-20 ,Inferno    ,Home Sweet Home Cup 2
i sleep                   ,l           ,Rooster                      ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Oceania Open Qualifier
i sleep                   ,l           ,Rooster                      ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Oceania Open Qualifier
TIGER                     ,l           ,ZIGMA                        ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Asia Open Qualifier
TIGER                     ,l           ,ZIGMA                        ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Asia Open Qualifier
Heartless                 ,l           ,Ground Zero                  ,w           ,17-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Oceania Open Qualifier
Heartless                 ,w           ,Ground Zero                  ,l           ,17-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Oceania Open Qualifier
Heartless                 ,l           ,Ground Zero                  ,w           ,17-4-20 ,Overpass   ,DreamHack Masters Spring 2020 - Oceania Open Qualifier
w2c                       ,l           ,JigadooD                     ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Asia Open Qualifier
w2c                       ,l           ,JigadooD                     ,w           ,17-4-20 ,Mirage     ,DreamHack Masters Spring 2020 - Asia Open Qualifier
Copenhagen Flames         ,w           ,Gambit Youngsters            ,l           ,17-4-20 ,Inferno    ,Home Sweet Home Cup 2
Beyond                    ,w           ,D13                          ,l           ,17-4-20 ,Mirage     ,ESL One: Road to Rio - Asia Play-in
Beyond                    ,l           ,D13                          ,w           ,17-4-20 ,Mirage     ,ESL One: Road to Rio - Asia Play-in
Beyond                    ,w           ,D13                          ,l           ,17-4-20 ,Mirage     ,ESL One: Road to Rio - Asia Play-in
AVEZ                      ,w           ,Movistar Riders              ,l           ,17-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - Europe Open Qualifier
Spirit                    ,w           ,100pinggods                  ,l           ,17-4-20 ,Dust2      ,DreamHack Masters Spring 2020 - Europe Open Qualifier
AGF                       ,w           ,Heretics                     ,l           ,17-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Europe Open Qualifier
LDLC                      ,w           ,TRVPREMESLO                  ,l           ,17-4-20 ,Nuke       ,DreamHack Masters Spring 2020 - Europe Open Qualifier
Wisla Krakow              ,l           ,FATE                         ,w           ,16-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Open Qualifier
Syman                     ,l           ,Dignitas                     ,w           ,16-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Open Qualifier
Espada                    ,w           ,Illuminar                    ,l           ,16-4-20 ,Train      ,DreamHack Masters Spring 2020 - Europe Open Qualifier
trepunktnoll              ,l           ,sAw                          ,w           ,16-4-20 ,Inferno    ,DreamHack Masters Spring 2020 - Europe Open Qualifier
AGO                       ,l           ,BIG                          ,w           ,16-4-20 ,Mirage     ,Home Sweet Home Cup 2
AGO                       ,l           ,BIG                          ,w           ,16-4-20 ,Mirage     ,Home Sweet Home Cup 2
AGO                       ,w           ,BIG                          ,l           ,16-4-20 ,Mirage     ,Home Sweet Home Cup 2
1WIN                      ,l           ,pro100                       ,w           ,16-4-20 ,Dust2      ,ESL One: Road to Rio - CIS Play-in
1WIN                      ,w           ,pro100                       ,l           ,16-4-20 ,Dust2      ,ESL One: Road to Rio - CIS Play-in
1WIN                      ,l           ,pro100                       ,w           ,16-4-20 ,Dust2      ,ESL One: Road to Rio - CIS Play-in
Singularity               ,l           ,AGO                          ,w           ,16-4-20 ,Nuke       ,Home Sweet Home Cup 2
Singularity               ,l           ,AGO                          ,w           ,16-4-20 ,Nuke       ,Home Sweet Home Cup 2
JiJieHao                  ,l           ,D13                          ,w           ,16-4-20 ,Nuke       ,ESL One: Road to Rio - Asia Play-in
JiJieHao                  ,l           ,D13                          ,w           ,16-4-20 ,Nuke       ,ESL One: Road to Rio - Asia Play-in
JiJieHao                  ,w           ,D13                          ,l           ,16-4-20 ,Nuke       ,ESL One: Road to Rio - Asia Play-in
BIG                       ,l           ,SMASH                        ,w           ,16-4-20 ,Mirage     ,Home Sweet Home Cup 2
BIG                       ,l           ,SMASH                        ,w           ,16-4-20 ,Mirage     ,Home Sweet Home Cup 2
BIG                       ,w           ,SMASH                        ,l           ,16-4-20 ,Mirage     ,Home Sweet Home Cup 2
BIG                       ,w           ,Singularity                  ,l           ,16-4-20 ,Train      ,Home Sweet Home Cup 2
SMASH                     ,w           ,AGO                          ,l           ,16-4-20 ,Dust2      ,Home Sweet Home Cup 2
Nemiga                    ,w           ,1WIN                         ,l           ,16-4-20 ,Inferno    ,ESL One: Road to Rio - CIS Play-in
Nemiga                    ,w           ,1WIN                         ,l           ,16-4-20 ,Inferno    ,ESL One: Road to Rio - CIS Play-in
Nemiga                    ,l           ,1WIN                         ,w           ,16-4-20 ,Inferno    ,ESL One: Road to Rio - CIS Play-in
SKADE                     ,l           ,Winstrike                    ,w           ,16-4-20 ,Dust2      ,LOOT.BET Season 6
SKADE                     ,l           ,Winstrike                    ,w           ,16-4-20 ,Dust2      ,LOOT.BET Season 6
Soberano                  ,l           ,Keyd                         ,w           ,16-4-20 ,Vertigo    ,CLUTCH Season 2
Soberano                  ,l           ,Keyd                         ,w           ,16-4-20 ,Vertigo    ,CLUTCH Season 2
W7M                       ,l           ,RED Canids                   ,w           ,15-4-20 ,Train      ,CLUTCH Season 2
W7M                       ,w           ,RED Canids                   ,l           ,15-4-20 ,Train      ,CLUTCH Season 2
Sprout                    ,l           ,forZe                        ,w           ,15-4-20 ,Nuke       ,Home Sweet Home Cup 2
Sprout                    ,l           ,forZe                        ,w           ,15-4-20 ,Nuke       ,Home Sweet Home Cup 2
Japaleno                  ,l           ,Sprout                       ,w           ,15-4-20 ,Dust2      ,Home Sweet Home Cup 2
Japaleno                  ,l           ,Sprout                       ,w           ,15-4-20 ,Dust2      ,Home Sweet Home Cup 2
Ambush                    ,l           ,FATE                         ,w           ,15-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,w           ,FATE                         ,l           ,15-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,l           ,FATE                         ,w           ,15-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,l           ,Endpoint                     ,w           ,15-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,l           ,Endpoint                     ,w           ,15-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,w           ,Endpoint                     ,l           ,15-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
forZe                     ,l           ,Nordavind                    ,w           ,15-4-20 ,Nuke       ,Home Sweet Home Cup 2
forZe                     ,w           ,Nordavind                    ,l           ,15-4-20 ,Nuke       ,Home Sweet Home Cup 2
forZe                     ,l           ,Nordavind                    ,w           ,15-4-20 ,Nuke       ,Home Sweet Home Cup 2
Illuminar                 ,l           ,Secret                       ,w           ,15-4-20 ,Dust2      ,LOOT.BET Season 6
Illuminar                 ,l           ,Secret                       ,w           ,15-4-20 ,Dust2      ,LOOT.BET Season 6
Japaleno                  ,l           ,Nordavind                    ,w           ,15-4-20 ,Mirage     ,Home Sweet Home Cup 2
Sprout                    ,l           ,forZe                        ,w           ,15-4-20 ,Nuke       ,Home Sweet Home Cup 2
Endpoint                  ,l           ,Gambit Youngsters            ,w           ,15-4-20 ,Vertigo    ,LOOT.BET Season 6
Endpoint                  ,l           ,Gambit Youngsters            ,w           ,15-4-20 ,Vertigo    ,LOOT.BET Season 6
ZIGMA                     ,l           ,Invictus                     ,w           ,15-4-20 ,Overpass   ,Play From Home
ZIGMA                     ,w           ,Invictus                     ,l           ,15-4-20 ,Overpass   ,Play From Home
Invictus                  ,w           ,ZIGMA                        ,l           ,15-4-20 ,Nuke       ,Play From Home
Invictus                  ,l           ,ZIGMA                        ,w           ,15-4-20 ,Nuke       ,Play From Home
Invictus                  ,w           ,ZIGMA                        ,l           ,15-4-20 ,Nuke       ,Play From Home
Invictus                  ,w           ,BTRG                         ,l           ,15-4-20 ,Dust2      ,Play From Home
Invictus                  ,w           ,BTRG                         ,l           ,15-4-20 ,Dust2      ,Play From Home
MAD Lions                 ,l           ,MIBR                         ,w           ,14-4-20 ,Dust2      ,Flashpoint 1
MAD Lions                 ,w           ,MIBR                         ,l           ,14-4-20 ,Dust2      ,Flashpoint 1
MAD Lions                 ,l           ,MIBR                         ,w           ,14-4-20 ,Dust2      ,Flashpoint 1
Apeks                     ,w           ,Salamander                   ,l           ,14-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,l           ,Salamander                   ,w           ,14-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,w           ,Salamander                   ,l           ,14-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Prima                     ,l           ,FATE                         ,w           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Prima                     ,l           ,FATE                         ,w           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Spirit                    ,w           ,Syman                        ,l           ,14-4-20 ,Inferno    ,Home Sweet Home Cup 2
Spirit                    ,w           ,Syman                        ,l           ,14-4-20 ,Inferno    ,Home Sweet Home Cup 2
HAVU                      ,w           ,Cloud9                       ,l           ,14-4-20 ,Vertigo    ,Flashpoint 1
HAVU                      ,w           ,Cloud9                       ,l           ,14-4-20 ,Vertigo    ,Flashpoint 1
FATE                      ,w           ,Vexed                        ,l           ,14-4-20 ,Overpass   ,ESEA MDL Season 33 Europe Relegation
FATE                      ,w           ,Vexed                        ,l           ,14-4-20 ,Overpass   ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,l           ,SKADE                        ,w           ,14-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,l           ,SKADE                        ,w           ,14-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,w           ,SKADE                        ,l           ,14-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
Wisla Krakow              ,w           ,Endpoint                     ,l           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Wisla Krakow              ,l           ,Endpoint                     ,w           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Wisla Krakow              ,w           ,Endpoint                     ,l           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Reason                    ,l           ,Apeks                        ,w           ,14-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
Reason                    ,l           ,Apeks                        ,w           ,14-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
Unique                    ,l           ,Salamander                   ,w           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Unique                    ,l           ,Salamander                   ,w           ,14-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Turkey5                   ,l           ,Prima                        ,w           ,14-4-20 ,Vertigo    ,ESEA MDL Season 33 Europe Relegation
Turkey5                   ,l           ,Prima                        ,w           ,14-4-20 ,Vertigo    ,ESEA MDL Season 33 Europe Relegation
Movistar Riders           ,l           ,Spirit                       ,w           ,14-4-20 ,Mirage     ,Home Sweet Home Cup 2
Movistar Riders           ,l           ,Spirit                       ,w           ,14-4-20 ,Mirage     ,Home Sweet Home Cup 2
Nordavind                 ,w           ,Japaleno                     ,l           ,14-4-20 ,Inferno    ,LOOT.BET Season 6
Nordavind                 ,w           ,Japaleno                     ,l           ,14-4-20 ,Inferno    ,LOOT.BET Season 6
Nordavind                 ,l           ,Japaleno                     ,w           ,14-4-20 ,Inferno    ,LOOT.BET Season 6
Syman                     ,l           ,Virtus.pro                   ,w           ,14-4-20 ,Inferno    ,Home Sweet Home Cup 2
Syman                     ,l           ,Virtus.pro                   ,w           ,14-4-20 ,Inferno    ,Home Sweet Home Cup 2
Spirit                    ,l           ,Virtus.pro                   ,w           ,14-4-20 ,Train      ,Home Sweet Home Cup 2
Syman                     ,w           ,Movistar Riders              ,l           ,14-4-20 ,Inferno    ,Home Sweet Home Cup 2
Nemiga                    ,l           ,Hard Legion                  ,w           ,14-4-20 ,Inferno    ,LOOT.BET Season 6
Nemiga                    ,l           ,Hard Legion                  ,w           ,14-4-20 ,Inferno    ,LOOT.BET Season 6
Nemiga                    ,w           ,Hard Legion                  ,l           ,14-4-20 ,Inferno    ,LOOT.BET Season 6
ZIGMA                     ,w           ,Invictus                     ,l           ,14-4-20 ,Inferno    ,Play From Home
ZIGMA                     ,w           ,Invictus                     ,l           ,14-4-20 ,Inferno    ,Play From Home
Alma                      ,w           ,Bravos                       ,l           ,14-4-20 ,Overpass   ,CLUTCH Season 2
Alma                      ,l           ,Bravos                       ,w           ,14-4-20 ,Overpass   ,CLUTCH Season 2
DETONA                    ,w           ,Isurus                       ,l           ,13-4-20 ,Inferno    ,CLUTCH Season 2
DETONA                    ,l           ,Isurus                       ,w           ,13-4-20 ,Inferno    ,CLUTCH Season 2
Cloud9                    ,w           ,Orgless                      ,l           ,13-4-20 ,Inferno    ,Flashpoint 1
Orgless                   ,l           ,Cloud9                       ,w           ,13-4-20 ,Train      ,Flashpoint 1
Orgless                   ,w           ,Cloud9                       ,l           ,13-4-20 ,Train      ,Flashpoint 1
ttc                       ,l           ,FATE                         ,w           ,13-4-20 ,Overpass   ,ESEA MDL Season 33 Europe Relegation
ttc                       ,l           ,FATE                         ,w           ,13-4-20 ,Overpass   ,ESEA MDL Season 33 Europe Relegation
Salamander                ,l           ,SKADE                        ,w           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Salamander                ,w           ,SKADE                        ,l           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Salamander                ,l           ,SKADE                        ,w           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Reason                    ,l           ,Ambush                       ,w           ,13-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Reason                    ,l           ,Ambush                       ,w           ,13-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,w           ,TheDice                      ,l           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,w           ,TheDice                      ,l           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,l           ,TheDice                      ,w           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Endpoint                  ,w           ,Vexed                        ,l           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Endpoint                  ,w           ,Vexed                        ,l           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Endpoint                  ,l           ,Vexed                        ,w           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Wisla Krakow              ,w           ,Prima                        ,l           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Wisla Krakow              ,l           ,Prima                        ,w           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Wisla Krakow              ,w           ,Prima                        ,l           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
OFFSET                    ,l           ,Unique                       ,w           ,13-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
OFFSET                    ,l           ,Unique                       ,w           ,13-4-20 ,Nuke       ,ESEA MDL Season 33 Europe Relegation
HAVU                      ,w           ,Gen.G                        ,l           ,13-4-20 ,Nuke       ,Flashpoint 1
HAVU                      ,w           ,Gen.G                        ,l           ,13-4-20 ,Nuke       ,Flashpoint 1
HAVU                      ,l           ,Gen.G                        ,w           ,13-4-20 ,Nuke       ,Flashpoint 1
Unique                    ,l           ,Vexed                        ,w           ,13-4-20 ,Vertigo    ,ESEA MDL Season 33 Europe Relegation
Unique                    ,l           ,Vexed                        ,w           ,13-4-20 ,Vertigo    ,ESEA MDL Season 33 Europe Relegation
OFFSET                    ,l           ,Endpoint                     ,w           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
OFFSET                    ,l           ,Endpoint                     ,w           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
SKADE                     ,w           ,FATE                         ,l           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
SKADE                     ,w           ,FATE                         ,l           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
SKADE                     ,l           ,FATE                         ,w           ,13-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,w           ,Turkey5                      ,l           ,13-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,w           ,Turkey5                      ,l           ,13-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Ambush                    ,l           ,Turkey5                      ,w           ,13-4-20 ,Train      ,ESEA MDL Season 33 Europe Relegation
Salamander                ,w           ,ttc                          ,l           ,13-4-20 ,Inferno    ,ESEA MDL Season 33 Europe Relegation
Salamander                ,w           ,ttc                          ,l           ,13-4-20 ,Inferno    ,ESEA MDL Season 33 Europe Relegation
Salamander                ,l           ,ttc                          ,w           ,13-4-20 ,Inferno    ,ESEA MDL Season 33 Europe Relegation
TheDice                   ,l           ,Wisla Krakow                 ,w           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
TheDice                   ,l           ,Wisla Krakow                 ,w           ,13-4-20 ,Mirage     ,ESEA MDL Season 33 Europe Relegation
Heretics                  ,l           ,Sprout                       ,w           ,13-4-20 ,Nuke       ,LOOT.BET Season 6
Heretics                  ,l           ,Sprout                       ,w           ,13-4-20 ,Nuke       ,LOOT.BET Season 6
Heretics                  ,w           ,Sprout                       ,l           ,13-4-20 ,Nuke       ,LOOT.BET Season 6
BTRG                      ,l           ,ZIGMA                        ,w           ,13-4-20 ,Train      ,Play From Home
BTRG                      ,w           ,ZIGMA                        ,l           ,13-4-20 ,Train      ,Play From Home
BTRG                      ,l           ,ZIGMA                        ,w           ,13-4-20 ,Train      ,Play From Home
pro100                    ,w           ,AGO                          ,l           ,13-4-20 ,Inferno    ,LOOT.BET Season 6
pro100                    ,w           ,AGO                          ,l           ,13-4-20 ,Inferno    ,LOOT.BET Season 6
pro100                    ,l           ,AGO                          ,w           ,13-4-20 ,Inferno    ,LOOT.BET Season 6
Invictus                  ,l           ,TIGER                        ,w           ,13-4-20 ,Train      ,Play From Home
Liquid                    ,w           ,Evil Geniuses                ,l           ,12-4-20 ,Vertigo    ,ESL Pro League Season 11 North America
Liquid                    ,w           ,Evil Geniuses                ,l           ,12-4-20 ,Vertigo    ,ESL Pro League Season 11 North America
MIBR                      ,w           ,HAVU                         ,l           ,12-4-20 ,Train      ,Flashpoint 1
MIBR                      ,w           ,HAVU                         ,l           ,12-4-20 ,Train      ,Flashpoint 1
MIBR                      ,l           ,HAVU                         ,w           ,12-4-20 ,Train      ,Flashpoint 1
BIG                       ,w           ,Spirit                       ,l           ,12-4-20 ,Mirage     ,Home Sweet Home Cup
BIG                       ,l           ,Spirit                       ,w           ,12-4-20 ,Mirage     ,Home Sweet Home Cup
BIG                       ,w           ,Spirit                       ,l           ,12-4-20 ,Mirage     ,Home Sweet Home Cup
Cloud9                    ,l           ,MAD Lions                    ,w           ,12-4-20 ,Nuke       ,Flashpoint 1
Cloud9                    ,l           ,MAD Lions                    ,w           ,12-4-20 ,Nuke       ,Flashpoint 1
Apeks                     ,l           ,Prima                        ,w           ,12-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,l           ,Prima                        ,w           ,12-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Apeks                     ,w           ,Prima                        ,l           ,12-4-20 ,Dust2      ,ESEA MDL Season 33 Europe Relegation
Spirit                    ,w           ,North                        ,l           ,12-4-20 ,Inferno    ,Home Sweet Home Cup
Spirit                    ,w           ,North                        ,l           ,12-4-20 ,Inferno    ,Home Sweet Home Cup
fnatic                    ,w           ,mousesports                  ,l           ,12-4-20 ,Mirage     ,ESL Pro League Season 11 Europe
fnatic                    ,w           ,mousesports                  ,l           ,12-4-20 ,Mirage     ,ESL Pro League Season 11 Europe
